"AnimalID","Timestamp","X","Y","Z","ODBA"
"154",2025-06-05 01:44:23.96,0.95313,0.07031,-0.03125,0.00937639999999145
"154",2025-06-05 01:44:25.96,0.96094,0.07031,-0.01563,0.0216422000000475
"154",2025-06-05 01:44:27.96,0.96875,0.07031,-0.02344,0.0149986000000473
"154",2025-06-05 01:44:29.96,0.96875,0.07813,-0.01563,0.0307792000000086
"154",2025-06-05 01:44:31.96,0.96094,0.07031,-0.03906,0.0128494000000023
"154",2025-06-05 01:44:33.96,0.96094,0.07813,-0.03125,0.0117227999999633
"154",2025-06-05 01:44:35.96,0.96094,0.07031,-0.03125,0.00405879999996354
"154",2025-06-05 01:44:37.96,0.95313,0.07813,-0.03906,0.0229799999999524
"154",2025-06-05 01:44:39.96,0.96875,0.0625,-0.03906,0.0287436000000019
"154",2025-06-05 01:44:41.96,0.96094,0.07031,-0.03125,0.00468980000000198
"154",2025-06-05 01:44:43.96,0.96094,0.07031,-0.03125,0.00520880000000211
"154",2025-06-05 01:44:45.96,0.96094,0.07031,-0.02344,0.0100010000000474
"154",2025-06-05 01:44:47.96,0.96094,0.07813,-0.02344,0.0146458000000088
"154",2025-06-05 01:44:49.96,0.96094,0.0625,-0.05469,0.0381266000000022
"154",2025-06-05 01:44:51.96,0.95313,0.07813,-0.03906,0.0240619999999526
"154",2025-06-05 01:44:53.96,0.96094,0.0625,-0.02344,0.0154476000000473
"154",2025-06-05 01:44:55.96,0.95313,0.07031,-0.03125,0.00843739999999132
"154",2025-06-05 01:44:57.96,0.96875,0.0625,-0.03906,0.0315568000000022
"154",2025-06-05 01:44:59.96,0.96094,0.07031,-0.03906,0.0107312000000025
"154",2025-06-05 01:45:01.96,0.96094,0.0625,-0.01563,0.0207780000000475
"154",2025-06-05 01:45:03.96,0.96875,0.0625,-0.04688,0.0392206000000021
"154",2025-06-05 01:45:05.96,0.95313,0.07031,-0.03906,0.0161969999999911
"154",2025-06-05 01:45:07.96,0.95313,0.07813,-0.03125,0.0148451999999525
"154",2025-06-05 01:45:09.96,0.96094,0.07813,-0.03125,0.0137537999999634
"154",2025-06-05 01:45:11.96,0.96094,0.07813,-0.02344,0.0146654000000089
"154",2025-06-05 01:45:13.96,0.95313,0.07813,-0.03125,0.0140639999999527
"154",2025-06-05 01:45:15.96,0.95313,0.0625,-0.02344,0.0185910000000367
"154",2025-06-05 01:45:17.96,0.96094,0.07813,-0.00781,0.0295458000000088
"154",2025-06-05 01:45:19.96,0.95313,0.07813,-0.03125,0.0142203999999525
"154",2025-06-05 01:45:21.96,0.96094,0.07031,-0.03125,0.00730860000000242
"154",2025-06-05 01:45:23.96,0.94531,0.07031,-0.04688,0.0332931999999912
"154",2025-06-05 01:45:25.96,0.96094,0.0625,-0.02344,0.0139052000000475
"154",2025-06-05 01:45:27.96,0.96875,0.07031,-0.01563,0.0234648000000475
"154",2025-06-05 01:45:29.96,0.95313,0.07813,-0.03125,0.0179703999999525
"154",2025-06-05 01:45:31.96,0.96094,0.0625,-0.03125,0.0137492000000021
"154",2025-06-05 01:45:33.96,0.95313,0.07813,-0.03125,0.0187699999999522
"154",2025-06-05 01:45:35.96,0.96094,0.07813,-0.03906,0.0179711999999634
"154",2025-06-05 01:45:37.96,0.96875,0.07031,-0.01563,0.0218712000000475
"154",2025-06-05 01:45:39.96,0.96094,0.07031,-0.03125,0.00552720000000208
"154",2025-06-05 01:45:41.96,0.96875,0.07031,-0.03906,0.0199972000000021
"154",2025-06-05 01:45:43.96,0.96875,0.0625,-0.03906,0.0264632000000025
"154",2025-06-05 01:45:45.96,0.95313,0.07031,-0.01563,0.0209342000000365
"154",2025-06-05 01:45:47.96,0.96094,0.0625,-0.04688,0.0250050000000021
"154",2025-06-05 01:45:49.96,0.95313,0.07031,-0.03125,0.00854239999999114
"154",2025-06-05 01:45:51.96,0.96094,0.07031,0,0.0334406000000475
"154",2025-06-05 01:45:53.96,0.94531,0.07813,-0.02344,0.0237575999999979
"154",2025-06-05 01:45:55.96,0.95313,0.07031,-0.03906,0.020684399999991
