"X","Temp","DateTime"
728,8.382,2025-04-13 18:07:45
729,7.983,2025-04-13 19:07:45
730,8.978,2025-04-13 20:07:45
731,8.282,2025-04-13 21:07:45
732,9.275,2025-04-13 22:07:45
733,9.077,2025-04-13 23:07:45
734,8.879,2025-04-14 00:07:45
735,8.481,2025-04-14 01:07:45
736,5.347,2025-04-14 02:07:45
737,6.166,2025-04-14 03:07:45
738,5.037,2025-04-14 04:07:45
739,7.079,2025-04-14 05:07:45
740,7.682,2025-04-14 06:07:45
741,9.373,2025-04-14 07:07:45
742,11.625,2025-04-14 08:07:45
743,11.041,2025-04-14 09:07:45
744,11.819,2025-04-14 10:07:45
745,14.038,2025-04-14 11:07:45
746,17.094,2025-04-14 12:07:45
747,18.236,2025-04-14 13:07:45
748,13.846,2025-04-14 14:07:45
749,11.819,2025-04-14 15:07:45
750,13.365,2025-04-14 16:07:45
751,12.594,2025-04-14 17:07:45
752,11.722,2025-04-14 18:07:45
753,10.748,2025-04-14 19:07:45
754,9.275,2025-04-14 20:07:45
755,7.882,2025-04-14 21:07:45
756,6.064,2025-04-14 22:07:45
757,5.347,2025-04-14 23:07:45
758,7.481,2025-04-15 00:07:45
759,8.481,2025-04-15 01:07:45
760,7.682,2025-04-15 02:07:45
761,5.037,2025-04-15 03:07:45
762,4.934,2025-04-15 04:07:45
763,4.311,2025-04-15 05:07:45
764,7.079,2025-04-15 06:07:45
765,7.582,2025-04-15 07:07:45
766,8.779,2025-04-15 08:07:45
767,9.077,2025-04-15 09:07:45
768,10.357,2025-04-15 10:07:45
769,12.013,2025-04-15 11:07:45
770,14.134,2025-04-15 12:07:45
771,14.325,2025-04-15 13:07:45
772,12.11,2025-04-15 14:07:45
773,11.236,2025-04-15 15:07:45
774,11.916,2025-04-15 16:07:45
775,12.11,2025-04-15 17:07:45
776,11.722,2025-04-15 18:07:45
777,11.625,2025-04-15 19:07:45
778,11.041,2025-04-15 20:07:45
779,10.944,2025-04-15 21:07:45
780,10.651,2025-04-15 22:07:45
781,10.357,2025-04-15 23:07:45
782,10.063,2025-04-16 00:07:45
783,9.965,2025-04-16 01:07:45
784,9.866,2025-04-16 02:07:45
785,9.571,2025-04-16 03:07:45
786,9.669,2025-04-16 04:07:45
787,9.571,2025-04-16 05:07:45
788,9.571,2025-04-16 06:07:45
789,9.669,2025-04-16 07:07:45
790,9.768,2025-04-16 08:07:45
791,9.669,2025-04-16 09:07:45
792,9.965,2025-04-16 10:07:45
793,9.965,2025-04-16 11:07:45
794,10.063,2025-04-16 12:07:45
795,10.063,2025-04-16 13:07:45
796,10.357,2025-04-16 14:07:45
797,10.259,2025-04-16 15:07:45
798,10.651,2025-04-16 16:07:45
799,10.357,2025-04-16 17:07:45
800,10.651,2025-04-16 18:07:45
801,9.965,2025-04-16 19:07:45
802,10.161,2025-04-16 20:07:45
803,10.063,2025-04-16 21:07:45
804,9.669,2025-04-16 22:07:45
805,9.472,2025-04-16 23:07:45
806,9.275,2025-04-17 00:07:45
807,9.275,2025-04-17 01:07:45
808,9.077,2025-04-17 02:07:45
809,9.275,2025-04-17 03:07:45
810,8.978,2025-04-17 04:07:45
811,8.879,2025-04-17 05:07:45
812,9.077,2025-04-17 06:07:45
813,9.669,2025-04-17 07:07:45
814,9.571,2025-04-17 08:07:45
815,10.259,2025-04-17 09:07:45
816,10.748,2025-04-17 10:07:45
817,11.334,2025-04-17 11:07:45
818,12.013,2025-04-17 12:07:45
819,11.819,2025-04-17 13:07:45
820,12.11,2025-04-17 14:07:45
821,11.528,2025-04-17 15:07:45
822,11.528,2025-04-17 16:07:45
823,11.334,2025-04-17 17:07:45
824,11.139,2025-04-17 18:07:45
825,10.161,2025-04-17 19:07:45
826,10.161,2025-04-17 20:07:45
827,9.077,2025-04-17 21:07:45
828,10.455,2025-04-17 22:07:45
829,10.063,2025-04-17 23:07:45
830,10.259,2025-04-18 00:07:45
831,9.669,2025-04-18 01:07:45
832,9.275,2025-04-18 02:07:45
833,9.571,2025-04-18 03:07:45
834,9.176,2025-04-18 04:07:45
835,9.275,2025-04-18 05:07:45
836,9.373,2025-04-18 06:07:45
837,9.571,2025-04-18 07:07:45
838,9.866,2025-04-18 08:07:45
839,10.748,2025-04-18 09:07:45
840,10.651,2025-04-18 10:07:45
841,11.431,2025-04-18 11:07:45
842,12.013,2025-04-18 12:07:45
843,12.497,2025-04-18 13:07:45
844,12.304,2025-04-18 14:07:45
845,11.722,2025-04-18 15:07:45
846,10.846,2025-04-18 16:07:45
847,10.161,2025-04-18 17:07:45
848,10.161,2025-04-18 18:07:45
849,9.571,2025-04-18 19:07:45
850,9.669,2025-04-18 20:07:45
851,9.373,2025-04-18 21:07:45
852,10.553,2025-04-18 22:07:45
853,7.983,2025-04-18 23:07:45
854,10.063,2025-04-19 00:07:45
855,8.779,2025-04-19 01:07:45
856,9.571,2025-04-19 02:07:45
857,8.382,2025-04-19 03:07:45
858,8.879,2025-04-19 04:07:45
859,9.373,2025-04-19 05:07:45
860,9.571,2025-04-19 06:07:45
861,9.571,2025-04-19 07:07:45
862,9.866,2025-04-19 08:07:45
863,10.063,2025-04-19 09:07:45
864,10.846,2025-04-19 10:07:45
865,11.528,2025-04-19 11:07:45
866,11.916,2025-04-19 12:07:45
867,11.819,2025-04-19 13:07:45
868,12.497,2025-04-19 14:07:45
869,12.11,2025-04-19 15:07:45
870,12.013,2025-04-19 16:07:45
871,11.722,2025-04-19 17:07:45
872,11.528,2025-04-19 18:07:45
873,11.334,2025-04-19 19:07:45
874,11.139,2025-04-19 20:07:45
875,10.944,2025-04-19 21:07:45
876,10.651,2025-04-19 22:07:45
877,10.455,2025-04-19 23:07:45
878,10.259,2025-04-20 00:07:45
879,9.866,2025-04-20 01:07:45
880,9.965,2025-04-20 02:07:45
881,9.866,2025-04-20 03:07:45
882,9.866,2025-04-20 04:07:45
883,9.768,2025-04-20 05:07:45
884,9.669,2025-04-20 06:07:45
885,9.768,2025-04-20 07:07:45
886,9.866,2025-04-20 08:07:45
887,9.965,2025-04-20 09:07:45
888,10.063,2025-04-20 10:07:45
889,10.161,2025-04-20 11:07:45
890,10.259,2025-04-20 12:07:45
891,10.259,2025-04-20 13:07:45
892,10.259,2025-04-20 14:07:45
893,10.553,2025-04-20 15:07:45
894,10.455,2025-04-20 16:07:45
895,10.357,2025-04-20 17:07:45
896,10.357,2025-04-20 18:07:45
897,10.259,2025-04-20 19:07:45
898,10.161,2025-04-20 20:07:45
899,10.063,2025-04-20 21:07:45
900,10.063,2025-04-20 22:07:45
901,9.965,2025-04-20 23:07:45
902,9.866,2025-04-21 00:07:45
903,9.866,2025-04-21 01:07:45
904,9.768,2025-04-21 02:07:45
905,9.669,2025-04-21 03:07:45
906,9.571,2025-04-21 04:07:45
907,9.571,2025-04-21 05:07:45
908,9.373,2025-04-21 06:07:45
909,9.373,2025-04-21 07:07:45
910,9.373,2025-04-21 08:07:45
911,9.373,2025-04-21 09:07:45
912,9.373,2025-04-21 10:07:45
913,9.472,2025-04-21 11:07:45
914,9.866,2025-04-21 12:07:45
915,10.161,2025-04-21 13:07:45
916,10.455,2025-04-21 14:07:45
917,10.357,2025-04-21 15:07:45
918,10.259,2025-04-21 16:07:45
919,10.161,2025-04-21 17:07:45
920,10.063,2025-04-21 18:07:45
921,9.768,2025-04-21 19:07:45
922,9.472,2025-04-21 20:07:45
923,9.373,2025-04-21 21:07:45
924,9.176,2025-04-21 22:07:45
925,9.077,2025-04-21 23:07:45
926,8.978,2025-04-22 00:07:45
927,8.879,2025-04-22 01:07:45
928,8.779,2025-04-22 02:07:45
929,8.779,2025-04-22 03:07:45
930,8.68,2025-04-22 04:07:45
931,8.581,2025-04-22 05:07:45
932,8.581,2025-04-22 06:07:45
933,8.581,2025-04-22 07:07:45
934,8.581,2025-04-22 08:07:45
935,8.68,2025-04-22 09:07:45
936,9.373,2025-04-22 10:07:45
937,9.866,2025-04-22 11:07:45
938,10.161,2025-04-22 12:07:45
939,10.357,2025-04-22 13:07:45
940,10.455,2025-04-22 14:07:45
941,10.455,2025-04-22 15:07:45
942,10.553,2025-04-22 16:07:45
943,10.455,2025-04-22 17:07:45
944,10.357,2025-04-22 18:07:45
945,9.768,2025-04-22 19:07:45
946,9.965,2025-04-22 20:07:45
947,9.669,2025-04-22 21:07:45
948,9.866,2025-04-22 22:07:45
949,9.373,2025-04-22 23:07:45
950,9.571,2025-04-23 00:07:45
951,9.275,2025-04-23 01:07:45
952,8.978,2025-04-23 02:07:45
953,8.282,2025-04-23 03:07:45
954,7.682,2025-04-23 04:07:45
955,7.381,2025-04-23 05:07:45
956,8.581,2025-04-23 06:07:45
957,9.176,2025-04-23 07:07:45
958,11.819,2025-04-23 08:07:45
959,11.236,2025-04-23 09:07:45
960,12.013,2025-04-23 10:07:45
961,11.236,2025-04-23 11:07:45
962,11.236,2025-04-23 12:07:45
963,11.916,2025-04-23 13:07:45
964,11.916,2025-04-23 14:07:45
965,12.304,2025-04-23 15:07:45
966,12.013,2025-04-23 16:07:45
967,11.819,2025-04-23 17:07:45
968,11.722,2025-04-23 18:07:45
969,11.528,2025-04-23 19:07:45
970,11.236,2025-04-23 20:07:45
971,10.846,2025-04-23 21:07:45
972,10.846,2025-04-23 22:07:45
973,10.748,2025-04-23 23:07:45
974,10.651,2025-04-24 00:07:45
975,10.455,2025-04-24 01:07:45
976,10.259,2025-04-24 02:07:45
977,10.063,2025-04-24 03:07:45
978,9.965,2025-04-24 04:07:45
979,9.768,2025-04-24 05:07:45
980,9.669,2025-04-24 06:07:45
981,9.571,2025-04-24 07:07:45
982,9.472,2025-04-24 08:07:45
983,9.571,2025-04-24 09:07:45
984,9.669,2025-04-24 10:07:45
985,9.866,2025-04-24 11:07:45
986,10.553,2025-04-24 12:07:45
987,11.236,2025-04-24 13:07:45
988,11.334,2025-04-24 14:07:45
989,10.944,2025-04-24 15:07:45
990,10.357,2025-04-24 16:07:45
991,7.983,2025-04-24 17:07:45
992,7.079,2025-04-24 18:07:45
993,4.934,2025-04-24 19:07:45
994,5.141,2025-04-24 20:07:45
995,3.155,2025-04-24 21:07:45
996,4.102,2025-04-24 22:07:45
997,3.788,2025-04-24 23:07:45
998,5.037,2025-04-25 00:07:45
999,5.141,2025-04-25 01:07:45
1000,5.037,2025-04-25 02:07:45
1001,4.934,2025-04-25 03:07:45
1002,5.655,2025-04-25 04:07:45
1003,5.244,2025-04-25 05:07:45
1004,6.37,2025-04-25 06:07:45
1005,6.775,2025-04-25 07:07:45
1006,7.582,2025-04-25 08:07:45
1007,7.782,2025-04-25 09:07:45
1008,8.282,2025-04-25 10:07:45
1009,9.077,2025-04-25 11:07:45
1010,9.472,2025-04-25 12:07:45
1011,10.455,2025-04-25 13:07:45
1012,10.651,2025-04-25 14:07:45
1013,10.846,2025-04-25 15:07:45
1014,10.161,2025-04-25 16:07:45
1015,10.161,2025-04-25 17:07:45
1016,7.682,2025-04-25 18:07:45
1017,8.282,2025-04-25 19:07:45
1018,3.998,2025-04-25 20:07:45
1019,3.998,2025-04-25 21:07:45
1020,1.112,2025-04-25 22:07:45
1021,0.121,2025-04-25 23:07:45
1022,-0.437,2025-04-26 00:07:45
1023,-0.662,2025-04-26 01:07:45
1024,-0.887,2025-04-26 02:07:45
1025,-1.114,2025-04-26 03:07:45
1026,-1.114,2025-04-26 04:07:45
1027,-1.001,2025-04-26 05:07:45
1028,1.656,2025-04-26 06:07:45
1029,5.552,2025-04-26 07:07:45
1030,9.176,2025-04-26 08:07:45
1031,7.782,2025-04-26 09:07:45
1032,9.275,2025-04-26 10:07:45
1033,9.768,2025-04-26 11:07:45
1034,9.768,2025-04-26 12:07:45
1035,10.161,2025-04-26 13:07:45
1036,10.259,2025-04-26 14:07:45
1037,10.161,2025-04-26 15:07:45
1038,10.259,2025-04-26 16:07:45
1039,10.161,2025-04-26 17:07:45
1040,10.161,2025-04-26 18:07:45
1041,8.082,2025-04-26 19:07:45
1042,5.757,2025-04-26 20:07:45
1043,3.683,2025-04-26 21:07:45
1044,4.207,2025-04-26 22:07:45
1045,4.623,2025-04-26 23:07:45
1046,4.311,2025-04-27 00:07:45
1047,4.311,2025-04-27 01:07:45
1048,3.788,2025-04-27 02:07:45
1049,3.472,2025-04-27 03:07:45
1050,3.261,2025-04-27 04:07:45
1051,3.683,2025-04-27 05:07:45
1052,4.623,2025-04-27 06:07:45
1053,6.877,2025-04-27 07:07:45
1054,10.944,2025-04-27 08:07:45
1055,11.528,2025-04-27 09:07:45
1056,13.269,2025-04-27 10:07:45
1057,15.473,2025-04-27 11:07:45
1058,15.664,2025-04-27 12:07:45
1059,16.427,2025-04-27 13:07:45
1060,16.808,2025-04-27 14:07:45
1061,14.325,2025-04-27 15:07:45
1062,14.804,2025-04-27 16:07:45
1063,14.134,2025-04-27 17:07:45
1064,12.401,2025-04-27 18:07:45
1065,10.259,2025-04-27 19:07:45
1066,8.68,2025-04-27 20:07:45
1067,7.682,2025-04-27 21:07:45
1068,6.775,2025-04-27 22:07:45
1069,6.573,2025-04-27 23:07:45
1070,4.934,2025-04-28 00:07:45
1071,3.893,2025-04-28 01:07:45
1072,3.578,2025-04-28 02:07:45
1073,3.683,2025-04-28 03:07:45
1074,3.155,2025-04-28 04:07:45
1075,3.472,2025-04-28 05:07:45
1076,6.877,2025-04-28 06:07:45
1077,9.669,2025-04-28 07:07:45
1078,13.461,2025-04-28 08:07:45
1079,13.461,2025-04-28 09:07:45
1080,14.613,2025-04-28 10:07:45
1081,18.331,2025-04-28 11:07:45
1082,17.855,2025-04-28 12:07:45
1083,17.95,2025-04-28 13:07:45
1084,17.95,2025-04-28 14:07:45
1085,16.808,2025-04-28 15:07:45
1086,16.713,2025-04-28 16:07:45
1087,15.951,2025-04-28 17:07:45
1088,15.378,2025-04-28 18:07:45
1089,14.038,2025-04-28 19:07:45
1090,13.173,2025-04-28 20:07:45
1091,12.98,2025-04-28 21:07:45
1092,12.497,2025-04-28 22:07:45
1093,12.401,2025-04-28 23:07:45
1094,12.013,2025-04-29 00:07:45
1095,11.625,2025-04-29 01:07:45
1096,11.236,2025-04-29 02:07:45
1097,10.259,2025-04-29 03:07:45
1098,9.866,2025-04-29 04:07:45
1099,10.161,2025-04-29 05:07:45
1100,11.139,2025-04-29 06:07:45
1101,12.69,2025-04-29 07:07:45
1102,15.664,2025-04-29 08:07:45
1103,15.187,2025-04-29 09:07:45
1104,16.141,2025-04-29 10:07:45
1105,18.045,2025-04-29 11:07:45
1106,19.187,2025-04-29 12:07:45
1107,19.282,2025-04-29 13:07:45
1108,17.855,2025-04-29 14:07:45
1109,18.14,2025-04-29 15:07:45
1110,17.094,2025-04-29 16:07:45
1111,16.903,2025-04-29 17:07:45
1112,15.76,2025-04-29 18:07:45
1113,13.365,2025-04-29 19:07:45
1114,10.651,2025-04-29 20:07:45
1115,11.528,2025-04-29 21:07:45
1116,9.077,2025-04-29 22:07:45
1117,8.779,2025-04-29 23:07:45
1118,7.983,2025-04-30 00:07:45
1119,8.779,2025-04-30 01:07:45
1120,9.472,2025-04-30 02:07:45
1121,8.779,2025-04-30 03:07:45
1122,8.481,2025-04-30 04:07:45
1123,9.571,2025-04-30 05:07:45
1124,11.139,2025-04-30 06:07:45
1125,12.013,2025-04-30 07:07:45
1126,14.996,2025-04-30 08:07:45
1127,14.804,2025-04-30 09:07:45
1128,15.76,2025-04-30 10:07:45
1129,18.045,2025-04-30 11:07:45
1130,18.806,2025-04-30 12:07:45
1131,19.758,2025-04-30 13:07:45
1132,16.903,2025-04-30 14:07:45
1133,15.569,2025-04-30 15:07:45
1134,15.473,2025-04-30 16:07:45
1135,14.613,2025-04-30 17:07:45
1136,13.269,2025-04-30 18:07:45
1137,13.076,2025-04-30 19:07:45
1138,13.076,2025-04-30 20:07:45
1139,12.883,2025-04-30 21:07:45
1140,10.357,2025-04-30 22:07:45
1141,6.064,2025-04-30 23:07:45
1142,3.683,2025-05-01 00:07:45
1143,4.207,2025-05-01 01:07:45
1144,4.207,2025-05-01 02:07:45
1145,2.73,2025-05-01 03:07:45
1146,2.624,2025-05-01 04:07:45
1147,3.261,2025-05-01 05:07:45
1148,6.978,2025-05-01 06:07:45
1149,9.373,2025-05-01 07:07:45
1150,11.916,2025-05-01 08:07:45
1151,12.787,2025-05-01 09:07:45
1152,14.9,2025-05-01 10:07:45
1153,17.094,2025-05-01 11:07:45
1154,15.473,2025-05-01 12:07:45
1155,17.95,2025-05-01 13:07:45
1156,17.284,2025-05-01 14:07:45
1157,16.903,2025-05-01 15:07:45
1158,16.237,2025-05-01 16:07:45
1159,15.091,2025-05-01 17:07:45
1160,14.325,2025-05-01 18:07:45
1161,12.11,2025-05-01 19:07:45
1162,10.259,2025-05-01 20:07:45
1163,9.866,2025-05-01 21:07:45
1164,9.176,2025-05-01 22:07:45
1165,10.259,2025-05-01 23:07:45
1166,8.978,2025-05-02 00:07:45
1167,8.082,2025-05-02 01:07:45
1168,7.481,2025-05-02 02:07:45
1169,7.079,2025-05-02 03:07:45
1170,7.179,2025-05-02 04:07:45
1171,8.978,2025-05-02 05:07:45
1172,11.139,2025-05-02 06:07:45
1173,13.558,2025-05-02 07:07:45
1174,18.426,2025-05-02 08:07:45
1175,18.331,2025-05-02 09:07:45
1176,18.521,2025-05-02 10:07:45
1177,18.901,2025-05-02 11:07:45
1178,16.903,2025-05-02 12:07:45
1179,18.331,2025-05-02 13:07:45
1180,17.855,2025-05-02 14:07:45
1181,16.046,2025-05-02 15:07:45
1182,15.951,2025-05-02 16:07:45
1183,15.378,2025-05-02 17:07:45
1184,14.613,2025-05-02 18:07:45
1185,12.98,2025-05-02 19:07:45
1186,11.916,2025-05-02 20:07:45
1187,10.944,2025-05-02 21:07:45
1188,10.357,2025-05-02 22:07:45
1189,9.866,2025-05-02 23:07:45
1190,9.472,2025-05-03 00:07:45
1191,9.077,2025-05-03 01:07:45
1192,8.68,2025-05-03 02:07:45
1193,8.082,2025-05-03 03:07:45
1194,7.882,2025-05-03 04:07:45
1195,8.382,2025-05-03 05:07:45
1196,9.571,2025-05-03 06:07:45
1197,11.334,2025-05-03 07:07:45
1198,14.9,2025-05-03 08:07:45
1199,13.654,2025-05-03 09:07:45
1200,14.421,2025-05-03 10:07:45
1201,15.76,2025-05-03 11:07:45
1202,16.427,2025-05-03 12:07:45
1203,16.046,2025-05-03 13:07:45
1204,15.76,2025-05-03 14:07:45
1205,14.804,2025-05-03 15:07:45
1206,14.613,2025-05-03 16:07:45
1207,13.942,2025-05-03 17:07:45
1208,13.365,2025-05-03 18:07:45
1209,12.207,2025-05-03 19:07:45
1210,12.11,2025-05-03 20:07:45
1211,12.401,2025-05-03 21:07:45
1212,12.207,2025-05-03 22:07:45
1213,11.722,2025-05-03 23:07:45
1214,11.139,2025-05-04 00:07:45
1215,11.528,2025-05-04 01:07:45
1216,11.431,2025-05-04 02:07:45
1217,11.334,2025-05-04 03:07:45
1218,11.139,2025-05-04 04:07:45
1219,11.041,2025-05-04 05:07:45
1220,10.944,2025-05-04 06:07:45
1221,10.846,2025-05-04 07:07:45
1222,10.748,2025-05-04 08:07:45
1223,10.748,2025-05-04 09:07:45
1224,11.041,2025-05-04 10:07:45
1225,12.497,2025-05-04 11:07:45
1226,10.846,2025-05-04 12:07:45
1227,10.455,2025-05-04 13:07:45
1228,10.161,2025-05-04 14:07:45
1229,10.259,2025-05-04 15:07:45
1230,10.161,2025-05-04 16:07:45
1231,9.965,2025-05-04 17:07:45
1232,9.768,2025-05-04 18:07:45
1233,9.669,2025-05-04 19:07:45
1234,9.373,2025-05-04 20:07:45
1235,9.077,2025-05-04 21:07:45
1236,8.779,2025-05-04 22:07:45
1237,8.382,2025-05-04 23:07:45
1238,7.983,2025-05-05 00:07:45
1239,7.481,2025-05-05 01:07:45
1240,7.179,2025-05-05 02:07:45
1241,6.978,2025-05-05 03:07:45
1242,6.674,2025-05-05 04:07:45
1243,6.573,2025-05-05 05:07:45
1244,6.471,2025-05-05 06:07:45
1245,6.471,2025-05-05 07:07:45
1246,6.877,2025-05-05 08:07:45
1247,7.179,2025-05-05 09:07:45
1248,7.882,2025-05-05 10:07:45
1249,8.68,2025-05-05 11:07:45
1250,9.176,2025-05-05 12:07:45
1251,10.357,2025-05-05 13:07:45
1252,10.455,2025-05-05 14:07:45
1253,10.553,2025-05-05 15:07:45
1254,10.748,2025-05-05 16:07:45
1255,10.748,2025-05-05 17:07:45
1256,10.748,2025-05-05 18:07:45
1257,10.455,2025-05-05 19:07:45
1258,10.259,2025-05-05 20:07:45
1259,9.965,2025-05-05 21:07:45
1260,9.768,2025-05-05 22:07:45
1261,9.472,2025-05-05 23:07:45
1262,9.373,2025-05-06 00:07:45
1263,9.176,2025-05-06 01:07:45
1264,8.978,2025-05-06 02:07:45
1265,8.779,2025-05-06 03:07:45
1266,8.581,2025-05-06 04:07:45
1267,8.481,2025-05-06 05:07:45
1268,8.581,2025-05-06 06:07:45
1269,8.581,2025-05-06 07:07:45
1270,9.077,2025-05-06 08:07:45
1271,9.373,2025-05-06 09:07:45
1272,9.768,2025-05-06 10:07:45
1273,10.455,2025-05-06 11:07:45
1274,10.846,2025-05-06 12:07:45
1275,11.528,2025-05-06 13:07:45
1276,11.819,2025-05-06 14:07:45
1277,12.013,2025-05-06 15:07:45
1278,11.916,2025-05-06 16:07:45
1279,11.819,2025-05-06 17:07:45
1280,11.625,2025-05-06 18:07:45
1281,11.334,2025-05-06 19:07:45
1282,10.944,2025-05-06 20:07:45
1283,10.553,2025-05-06 21:07:45
1284,10.161,2025-05-06 22:07:45
1285,9.866,2025-05-06 23:07:45
1286,9.571,2025-05-07 00:07:45
1287,9.176,2025-05-07 01:07:45
1288,8.978,2025-05-07 02:07:45
1289,8.779,2025-05-07 03:07:45
1290,8.581,2025-05-07 04:07:45
1291,8.382,2025-05-07 05:07:45
1292,8.382,2025-05-07 06:07:45
1293,8.382,2025-05-07 07:07:45
1294,8.779,2025-05-07 08:07:45
1295,8.879,2025-05-07 09:07:45
1296,9.472,2025-05-07 10:07:45
1297,9.965,2025-05-07 11:07:45
1298,10.455,2025-05-07 12:07:45
1299,10.944,2025-05-07 13:07:45
1300,11.139,2025-05-07 14:07:45
1301,11.431,2025-05-07 15:07:45
1302,11.334,2025-05-07 16:07:45
1303,11.139,2025-05-07 17:07:45
1304,10.944,2025-05-07 18:07:45
1305,10.651,2025-05-07 19:07:45
1306,10.357,2025-05-07 20:07:45
1307,10.063,2025-05-07 21:07:45
1308,9.669,2025-05-07 22:07:45
1309,9.373,2025-05-07 23:07:45
1310,9.077,2025-05-08 00:07:45
1311,8.68,2025-05-08 01:07:45
1312,8.481,2025-05-08 02:07:45
1313,8.182,2025-05-08 03:07:45
1314,7.983,2025-05-08 04:07:45
1315,7.882,2025-05-08 05:07:45
1316,7.782,2025-05-08 06:07:45
1317,7.882,2025-05-08 07:07:45
1318,7.983,2025-05-08 08:07:45
1319,8.082,2025-05-08 09:07:45
1320,8.282,2025-05-08 10:07:45
1321,8.581,2025-05-08 11:07:45
1322,9.077,2025-05-08 12:07:45
1323,9.472,2025-05-08 13:07:45
1324,9.866,2025-05-08 14:07:45
1325,10.161,2025-05-08 15:07:45
1326,10.357,2025-05-08 16:07:45
1327,10.259,2025-05-08 17:07:45
1328,10.259,2025-05-08 18:07:45
1329,10.063,2025-05-08 19:07:45
1330,9.768,2025-05-08 20:07:45
1331,9.571,2025-05-08 21:07:45
1332,9.275,2025-05-08 22:07:45
1333,9.077,2025-05-08 23:07:45
1334,8.879,2025-05-09 00:07:45
1335,8.68,2025-05-09 01:07:45
1336,8.481,2025-05-09 02:07:45
1337,8.282,2025-05-09 03:07:45
1338,8.082,2025-05-09 04:07:45
1339,7.983,2025-05-09 05:07:45
1340,8.082,2025-05-09 06:07:45
1341,8.082,2025-05-09 07:07:45
1342,8.282,2025-05-09 08:07:45
1343,8.382,2025-05-09 09:07:45
1344,8.68,2025-05-09 10:07:45
1345,9.077,2025-05-09 11:07:45
1346,9.571,2025-05-09 12:07:45
1347,10.455,2025-05-09 13:07:45
1348,10.357,2025-05-09 14:07:45
1349,10.357,2025-05-09 15:07:45
1350,10.455,2025-05-09 16:07:45
1351,10.553,2025-05-09 17:07:45
1352,10.455,2025-05-09 18:07:45
1353,10.259,2025-05-09 19:07:45
1354,10.063,2025-05-09 20:07:45
1355,9.965,2025-05-09 21:07:45
1356,9.866,2025-05-09 22:07:45
1357,9.768,2025-05-09 23:07:45
1358,9.669,2025-05-10 00:07:45
1359,9.571,2025-05-10 01:07:45
1360,9.373,2025-05-10 02:07:45
1361,9.275,2025-05-10 03:07:45
1362,9.176,2025-05-10 04:07:45
1363,9.077,2025-05-10 05:07:45
1364,8.978,2025-05-10 06:07:45
1365,8.978,2025-05-10 07:07:45
1366,9.077,2025-05-10 08:07:45
1367,9.275,2025-05-10 09:07:45
1368,9.768,2025-05-10 10:07:45
1369,10.553,2025-05-10 11:07:45
1370,10.944,2025-05-10 12:07:45
1371,10.846,2025-05-10 13:07:45
1372,11.041,2025-05-10 14:07:45
1373,11.236,2025-05-10 15:07:45
1374,11.139,2025-05-10 16:07:45
1375,11.041,2025-05-10 17:07:45
1376,10.748,2025-05-10 18:07:45
1377,10.455,2025-05-10 19:07:45
1378,10.161,2025-05-10 20:07:45
1379,9.965,2025-05-10 21:07:45
1380,9.571,2025-05-10 22:07:45
1381,9.275,2025-05-10 23:07:45
1382,8.978,2025-05-11 00:07:45
1383,8.68,2025-05-11 01:07:45
1384,8.382,2025-05-11 02:07:45
1385,8.082,2025-05-11 03:07:45
1386,7.782,2025-05-11 04:07:45
1387,7.481,2025-05-11 05:07:45
1388,7.381,2025-05-11 06:07:45
1389,7.582,2025-05-11 07:07:45
1390,8.182,2025-05-11 08:07:45
1391,8.082,2025-05-11 09:07:45
1392,8.879,2025-05-11 10:07:45
1393,10.063,2025-05-11 11:07:45
1394,10.651,2025-05-11 12:07:45
1395,11.819,2025-05-11 13:07:45
1396,12.11,2025-05-11 14:07:45
1397,12.497,2025-05-11 15:07:45
1398,12.594,2025-05-11 16:07:45
1399,12.304,2025-05-11 17:07:45
1400,12.013,2025-05-11 18:07:45
1401,11.819,2025-05-11 19:07:45
1402,11.431,2025-05-11 20:07:45
1403,10.944,2025-05-11 21:07:45
1404,10.455,2025-05-11 22:07:45
1405,10.161,2025-05-11 23:07:45
1406,9.669,2025-05-12 00:07:45
1407,9.373,2025-05-12 01:07:45
1408,8.879,2025-05-12 02:07:45
1409,8.68,2025-05-12 03:07:45
1410,8.382,2025-05-12 04:07:45
1411,7.782,2025-05-12 05:07:45
1412,8.382,2025-05-12 06:07:45
1413,9.077,2025-05-12 07:07:45
1414,10.455,2025-05-12 08:07:45
1415,10.357,2025-05-12 09:07:45
1416,10.944,2025-05-12 10:07:45
1417,11.916,2025-05-12 11:07:45
1418,12.497,2025-05-12 12:07:45
1419,13.076,2025-05-12 13:07:45
1420,13.365,2025-05-12 14:07:45
1421,13.076,2025-05-12 15:07:45
1422,13.076,2025-05-12 16:07:45
1423,12.787,2025-05-12 17:07:45
1424,12.883,2025-05-12 18:07:45
1425,12.401,2025-05-12 19:07:45
1426,11.819,2025-05-12 20:07:45
1427,11.722,2025-05-12 21:07:45
1428,11.236,2025-05-12 22:07:45
1429,10.553,2025-05-12 23:07:45
1430,9.669,2025-05-13 00:07:45
1431,9.965,2025-05-13 01:07:45
1432,9.373,2025-05-13 02:07:45
1433,9.472,2025-05-13 03:07:45
1434,9.275,2025-05-13 04:07:45
1435,9.472,2025-05-13 05:07:45
1436,10.259,2025-05-13 06:07:45
1437,11.334,2025-05-13 07:07:45
1438,14.23,2025-05-13 08:07:45
1439,14.421,2025-05-13 09:07:45
